Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD
UP001204833	Candida theae	1198502	5372	C:93.1%[S:92.8%,D:0.3%],F:1.1%,M:5.9%,n:1706	Unknown
UP001212411	Schizosaccharomyces osmophilus	2545709	5060	C:82.1%[S:79.5%,D:2.6%],F:1.8%,M:16.2%,n:1706	Unknown
UP001216150	Penicillium hetheringtonii	911720	11883	C:95.2%[S:94.6%,D:0.5%],F:1.6%,M:3.2%,n:4191	Outlier (high value)
UP001217582	Malassezia arunalokei	1514897	3785	C:82.4%[S:82.3%,D:0.1%],F:2.2%,M:15.4%,n:1764	Unknown
UP001219567	Malassezia yamatoensis	253288	4036	C:79.6%[S:79.5%,D:0.1%],F:2.6%,M:17.7%,n:1764	Unknown
UP001234581	Lichtheimia ornata	688661	12926	C:99.4%[S:98.2%,D:1.1%],F:0.2%,M:0.4%,n:2449	Unknown
UP001239795	Colletotrichum melonis	1209925	16823	C:99.4%[S:99.4%,D:0.1%],F:0.2%,M:0.4%,n:6841	Unknown
UP001240678	Colletotrichum costaricense	1209916	17124	C:99.5%[S:99.4%,D:0.1%],F:0.1%,M:0.4%,n:6841	Unknown
UP001269632	Onygenales sp. PD_12	2135916	9522	C:97.3%[S:97.1%,D:0.2%],F:0.8%,M:1.9%,n:4862	Unknown
UP001280581	Pseudopithomyces chartarum	1892770	11624	C:82.2%[S:81.8%,D:0.4%],F:2.4%,M:15.4%,n:6641	Unknown
UP001285908	Neurospora hispaniola	588809	10445	C:97.9%[S:97.8%,D:0.2%],F:0.5%,M:1.6%,n:3817	Unknown
UP001301769	Rhypophila decipiens	261697	14581	C:97.3%[S:97.0%,D:0.3%],F:0.3%,M:2.4%,n:3817	Unknown
UP001301958	Podospora fimiseda	252190	12262	C:97.0%[S:96.8%,D:0.2%],F:0.5%,M:2.5%,n:3817	Unknown
UP001302126	Podospora australis	1536484	12015	C:97.0%[S:96.8%,D:0.2%],F:0.5%,M:2.5%,n:3817	Unknown
UP001302321	Triangularia setosa	2587417	11393	C:97.5%[S:97.3%,D:0.2%],F:0.5%,M:2.0%,n:3817	Unknown
UP001302602	Parathielavia appendiculata	2587402	11914	C:97.4%[S:97.2%,D:0.3%],F:0.7%,M:1.9%,n:3817	Unknown
UP001302676	Dichotomopilus funicola	1934379	9289	C:96.2%[S:96.1%,D:0.1%],F:0.3%,M:3.5%,n:3817	Unknown
UP001302745	Chaetomidium leptoderma	669021	10261	C:96.1%[S:95.9%,D:0.2%],F:0.3%,M:3.6%,n:3817	Unknown
UP001302812	Canariomyces notabilis	2074819	10945	C:97.9%[S:97.7%,D:0.2%],F:0.7%,M:1.5%,n:3817	Unknown
UP001303115	Parachaetomium inaequale	2588326	11222	C:96.5%[S:96.3%,D:0.2%],F:0.4%,M:3.1%,n:3817	Unknown
UP001303160	Triangularia verruculosa	2587418	11837	C:97.9%[S:97.7%,D:0.2%],F:0.4%,M:1.7%,n:3817	Unknown
UP001303222	Pseudoneurospora amorphoporcata	241081	10634	C:98.0%[S:97.9%,D:0.2%],F:0.6%,M:1.3%,n:3817	Unknown
UP001303373	Acrodontium crateriforme	150365	7899	C:96.0%[S:95.8%,D:0.2%],F:0.1%,M:4.0%,n:3786	Unknown
UP001303473	Diplogelasinospora grovesii	303347	13053	C:97.4%[S:97.1%,D:0.3%],F:0.3%,M:2.3%,n:3817	Unknown
UP001303647	Corynascus novoguineensis	1126955	9527	C:97.1%[S:97.0%,D:0.2%],F:0.2%,M:2.6%,n:3817	Unknown
UP001303760	Achaetomium macrosporum	79813	10292	C:95.8%[S:95.6%,D:0.2%],F:0.2%,M:4.0%,n:3817	Unknown
UP001303889	Staphylotrichum tortipilum	2831512	10720	C:94.7%[S:93.7%,D:0.9%],F:1.1%,M:4.2%,n:3817	Unknown
UP001304243	Mucor velutinosus	708070	12849	C:99.2%[S:99.0%,D:0.2%],F:0.5%,M:0.3%,n:2449	Unknown
UP001304895	Trichocladium antarcticum	1450529	9185	C:96.1%[S:96.0%,D:0.1%],F:1.4%,M:2.5%,n:3817	Unknown
UP001305414	Xylaria bambusicola	326684	13421	C:72.0%[S:71.9%,D:0.1%],F:5.3%,M:22.7%,n:3817	Unknown
UP001305647	Parathielavia hyrcaniae	113614	11295	C:97.6%[S:97.2%,D:0.3%],F:0.8%,M:1.7%,n:3817	Unknown
UP001306508	Arxiozyma heterogenica	278026	4998	C:95.9%[S:95.1%,D:0.7%],F:0.6%,M:3.6%,n:2137	Unknown
UP001307849	Arthrobotrys conoides	74498	11985	C:97.6%[S:92.0%,D:5.6%],F:0.5%,M:1.9%,n:1706	Unknown
UP001309876	Lithohypha guttulata	1690604	8745	C:74.4%[S:74.1%,D:0.3%],F:1.8%,M:23.8%,n:6265	Unknown
UP001310594	Elasticomyces elasticus	574655	12793	C:93.6%[S:93.3%,D:0.3%],F:1.3%,M:5.1%,n:3786	Unknown
UP001310890	Meristemomyces frigidus	1508187	8740	C:94.4%[S:94.3%,D:0.2%],F:0.8%,M:4.8%,n:3786	Unknown
UP001313282	Orbilia javanica	47235	11813	C:97.7%[S:92.3%,D:5.3%],F:0.4%,M:1.9%,n:1706	Unknown
UP001316803	Knufia fluminis	191047	11220	C:84.7%[S:84.3%,D:0.4%],F:1.2%,M:14.1%,n:6265	Unknown
UP001320245	Cytospora paraplurivora	2898453	9284	C:93.9%[S:93.0%,D:0.9%],F:2.1%,M:4.0%,n:3817	Unknown
UP001320420	Diatrype stigma	117547	11291	C:92.5%[S:92.2%,D:0.3%],F:3.7%,M:3.9%,n:3817	Unknown
UP001321749	Cladorrhinum samala	585594	10892	C:96.2%[S:96.0%,D:0.2%],F:0.7%,M:3.1%,n:3817	Unknown
UP001321760	Podospora aff. communis PSN243	3040156	14462	C:97.1%[S:96.8%,D:0.3%],F:0.4%,M:2.5%,n:3817	Unknown
UP001322277	Colletotrichum destructivum	34406	15608	C:99.6%[S:99.3%,D:0.3%],F:0.1%,M:0.2%,n:6841	Unknown
UP001324427	Oleoguttula mirabilis	1507867	10983	C:96.5%[S:96.4%,D:0.1%],F:0.6%,M:2.9%,n:3786	Unknown
UP001327957	Colletotrichum tabaci	1209068	13348	C:98.0%[S:97.8%,D:0.2%],F:0.7%,M:1.3%,n:6841	Unknown
UP001337655	Saxophila tyrrhenica	1690608	11205	C:95.3%[S:95.0%,D:0.3%],F:1.1%,M:3.6%,n:3786	Unknown
UP001338582	Australozyma saopauloensis	291208	5012	C:90.0%[S:89.9%,D:0.1%],F:1.5%,M:8.5%,n:1706	Unknown
UP001342314	Rhodotorula paludigena	86838	7709	C:96.3%[S:96.1%,D:0.1%],F:1.0%,M:2.7%,n:1764	Unknown
UP001345827	Vermiconidia calcicola	1690605	11222	C:80.4%[S:79.5%,D:0.9%],F:1.9%,M:17.7%,n:3786	Unknown
UP001355207	Kwoniella dendrophila CBS 6074	1295534	8022	C:98.9%[S:98.9%,D:0.0%],F:0.4%,M:0.7%,n:4284	Unknown
UP001358417	Exophiala bonariae	1690606	13061	C:95.5%[S:94.8%,D:0.7%],F:0.9%,M:3.6%,n:6265	Unknown
UP001358614	Kwoniella europaea PYCC6329	1423913	8573	C:98.8%[S:98.8%,D:0.0%],F:0.6%,M:0.5%,n:4284	Unknown
UP001360560	Saccharomycopsis crataegensis	43959	6397	C:96.9%[S:95.7%,D:1.2%],F:0.5%,M:2.6%,n:2137	Unknown
UP001362246	Martiniozyma asiatica (nom. inval.)	148097	5369	C:80.8%[S:80.5%,D:0.3%],F:2.2%,M:17.0%,n:1706	Unknown
UP001362899	Starmerella bacillaris (Yeast) (Candida zemplinina)	1247836	4324	C:66.4%[S:66.1%,D:0.3%],F:2.9%,M:30.7%,n:1706	Unknown
UP001365542	Orbilia ellipsospora	2528407	12679	C:90.3%[S:82.2%,D:8.1%],F:1.0%,M:8.7%,n:1706	Unknown
UP001369815	Daldinia eschscholtzii	292717	10464	C:96.3%[S:96.1%,D:0.2%],F:1.9%,M:1.8%,n:3817	Unknown
UP001370758	Arthrobotrys musiformis	47236	12686	C:97.7%[S:93.7%,D:4.0%],F:0.6%,M:1.7%,n:1706	Unknown
UP001373714	Orbilia blumenaviensis	1796055	11795	C:97.7%[S:92.6%,D:5.0%],F:0.4%,M:1.9%,n:1706	Unknown
UP001375240	Orbilia brochopaga	3140254	10395	C:97.8%[S:92.9%,D:4.9%],F:0.5%,M:1.7%,n:1706	Unknown
UP001377567	Maudiozyma humilis (Sour dough yeast) (Kazachstania humilis)	51915	5749	C:98.7%[S:94.1%,D:4.6%],F:0.4%,M:0.9%,n:2137	Unknown
UP001378960	Pichia kluyveri (Yeast)	36015	5590	C:83.5%[S:81.8%,D:1.7%],F:1.5%,M:15.1%,n:1706	Unknown
UP001383192	Paramarasmius palmivorus	297713	18633	C:85.5%[S:82.6%,D:2.9%],F:3.3%,M:11.2%,n:3870	Unknown
UP001385951	Cerrena zonata	2478898	20494	C:85.5%[S:81.0%,D:4.4%],F:5.3%,M:9.3%,n:4464	Unknown
UP001388673	Kwoniella newhampshirensis	1651941	7143	C:97.1%[S:96.9%,D:0.1%],F:1.0%,M:2.0%,n:4284	Unknown
UP001392437	Apiospora kogelbergensis	1337665	14801	C:97.5%[S:97.1%,D:0.3%],F:0.9%,M:1.6%,n:3817	Unknown
UP001397290	Beauveria asiatica	1069075	10448	C:97.6%[S:97.4%,D:0.2%],F:0.9%,M:1.5%,n:4494	Unknown
UP001412239	Tuber aestivum (summer truffle)	59557	9295	C:93.4%[S:92.8%,D:0.5%],F:0.8%,M:5.9%,n:1706	Unknown
UP000029445	Cryptococcus deuterogattii (strain R265) (Cryptococcus gattii VGII (strain R265))	294750	2945	C:92.7%[S:92.6%,D:0.1%],F:5.3%,M:2.0%,n:4284	Unknown
UP000192501	Hepatospora eriocheir	1081669	3036	C:39.3%[S:38.2%,D:1.2%],F:2.7%,M:58.0%,n:600	Unknown
UP000232688	Rhizophagus irregularis	588596	25968	C:96.0%[S:95.6%,D:0.4%],F:1.7%,M:2.3%,n:1614	Unknown
UP000232722	Rhizophagus irregularis	588596	25580	C:96.5%[S:95.5%,D:1.0%],F:1.4%,M:2.0%,n:1614	Unknown
UP000233469	Rhizophagus irregularis	588596	26027	C:97.0%[S:96.6%,D:0.4%],F:1.4%,M:1.6%,n:1614	Unknown
UP000292362	Hamiltosporidium tvaerminnensis	1176355	4019	C:87.0%[S:82.8%,D:4.2%],F:3.3%,M:9.7%,n:600	Unknown
UP000293045	Hamiltosporidium magnivora	148818	4115	C:82.5%[S:79.7%,D:2.8%],F:5.7%,M:11.8%,n:600	Unknown
UP000615446	Rhizophagus clarus	94130	32120	C:95.0%[S:87.9%,D:7.1%],F:0.9%,M:4.0%,n:1614	Unknown
UP000627934	Lasiodiplodia theobromae	45133	2127	C:96.5%[S:96.0%,D:0.4%],F:1.5%,M:2.0%,n:3786	Unknown
UP000684084	Rhizophagus irregularis	588596	24971	C:96.4%[S:90.6%,D:5.8%],F:0.7%,M:2.9%,n:1614	Unknown
UP001334084	Vairimorpha necatrix	6039	3147	C:97.0%[S:94.7%,D:2.3%],F:1.0%,M:2.0%,n:600	Unknown
UP001362999	Favolaschia claudopus	2862362	47595	C:93.3%[S:72.2%,D:21.1%],F:0.6%,M:6.0%,n:3870	Unknown
UP000000306	Saccharomyces cerevisiae (strain AWRI796) (Baker's yeast)	764097	3760	C:57.1%[S:56.3%,D:0.8%],F:8.1%,M:34.8%,n:2137	Unknown
UP000000307	Saccharomyces cerevisiae (strain VIN 13) (Baker's yeast)	764099	3919	C:61.9%[S:60.8%,D:1.0%],F:6.5%,M:31.7%,n:2137	Unknown
UP000000309	Saccharomyces cerevisiae (strain FostersB) (Baker's yeast)	764102	3685	C:55.5%[S:54.7%,D:0.8%],F:9.1%,M:35.4%,n:2137	Outlier (low value)
UP000000741	Moniliophthora perniciosa (strain FA553 / isolate CP02) (Witches'-broom disease fungus) (Marasmius perniciosus)	554373	13649	C:9.9%[S:9.9%,D:0.0%],F:15.0%,M:75.1%,n:3870	Unknown
UP000001435	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans)	283643	6571	C:98.3%[S:97.1%,D:1.2%],F:0.4%,M:1.3%,n:4284	Unknown
UP000001742	Enterocytozoon bieneusi (strain H348) (Microsporidian parasite)	481877	3493	C:54.5%[S:50.2%,D:4.3%],F:1.5%,M:44.0%,n:600	Unknown
UP000001743	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	561896	9014	C:31.1%[S:24.9%,D:6.2%],F:4.0%,M:64.9%,n:4464	Unknown
UP000001875	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	332952	13485	C:88.6%[S:88.3%,D:0.3%],F:4.9%,M:6.5%,n:4191	Unknown
UP000002039	Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586) (Blastomyces dermatitidis)	559297	10401	C:97.7%[S:85.2%,D:12.5%],F:0.6%,M:1.7%,n:4862	Unknown
UP000002740	Paracoccidioides brasiliensis (strain Pb03)	482561	8428	C:96.2%[S:96.2%,D:0.0%],F:1.3%,M:2.4%,n:4862	Unknown
UP000002871	Nematocida parisii (strain ERTm1 / ATCC PRA-289) (Nematode killer fungus)	881290	2660	C:96.5%[S:96.3%,D:0.2%],F:1.5%,M:2.0%,n:600	Unknown
UP000004997	Brettanomyces bruxellensis AWRI1499	1124627	4865	C:42.8%[S:42.7%,D:0.1%],F:15.2%,M:41.9%,n:1706	Unknown
UP000005890	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	227321	9577	C:90.6%[S:90.3%,D:0.3%],F:2.8%,M:6.6%,n:4191	Unknown
UP000006141	Rhodosporidium toruloides (strain ATCC 204091 / IIP 30 / MTCC 1151) (Yeast) (Rhodotorula glutinis (strain ATCC 204091))	1001064	2816	C:36.4%[S:36.2%,D:0.2%],F:0.6%,M:63.0%,n:1764	Unknown
UP000006812	Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi)	1033177	11491	C:97.7%[S:97.5%,D:0.2%],F:1.0%,M:1.4%,n:4191	Unknown
UP000007236	Saccharomyces cerevisiae (strain Lalvin QA23) (Baker's yeast)	764098	4015	C:63.2%[S:62.2%,D:0.9%],F:6.9%,M:29.9%,n:2137	Unknown
UP000007237	Saccharomyces cerevisiae (strain FostersO) (Baker's yeast)	764101	3566	C:50.6%[S:49.8%,D:0.8%],F:9.8%,M:39.6%,n:2137	Unknown
UP000007238	Saccharomyces cerevisiae (strain Zymaflore VL3) (Baker's yeast)	764100	4017	C:65.1%[S:64.2%,D:1.0%],F:6.8%,M:28.1%,n:2137	Unknown
UP000008513	Neurospora tetrasperma (strain FGSC 2509 / P0656)	510952	11177	C:95.7%[S:95.5%,D:0.2%],F:0.8%,M:3.5%,n:3817	Unknown
UP000010086	Encephalitozoon hellem (strain ATCC 50504) (Microsporidian parasite)	907965	1904	C:99.8%[S:99.7%,D:0.2%],F:0.2%,M:0.0%,n:600	Unknown
UP000016925	Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast)	1230383	3319	C:71.0%[S:71.0%,D:0.1%],F:5.0%,M:23.9%,n:1764	Unknown
UP000019320	Saccharomyces cerevisiae P283	1177187	4387	C:80.0%[S:78.6%,D:1.4%],F:0.3%,M:19.7%,n:2137	Unknown
UP000022177	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	5518	13360	C:98.8%[S:98.7%,D:0.1%],F:0.6%,M:0.6%,n:4494	Close to standard (low value)
UP000023645	Trichophyton rubrum CBS 202.88	1215334	10362	C:92.3%[S:80.8%,D:11.5%],F:5.3%,M:2.4%,n:4862	Unknown
UP000023661	Trichophyton rubrum CBS 289.86	1215329	10237	C:92.1%[S:82.3%,D:9.8%],F:5.3%,M:2.6%,n:4862	Unknown
UP000023676	Trichophyton rubrum MR1459	1215341	10422	C:86.6%[S:76.7%,D:9.9%],F:7.0%,M:6.4%,n:4862	Unknown
UP000023688	Trichophyton rubrum CBS 100081	1215328	10270	C:91.8%[S:81.8%,D:10.0%],F:5.5%,M:2.8%,n:4862	Unknown
UP000023756	Trichophyton rubrum MR1448	1215339	10286	C:91.7%[S:81.7%,D:10.0%],F:5.5%,M:2.8%,n:4862	Unknown
UP000024377	Trichophyton rubrum CBS 735.88	1215332	10389	C:86.8%[S:77.0%,D:9.9%],F:7.1%,M:6.1%,n:4862	Unknown
UP000024696	Trichophyton rubrum MR850	1215337	10324	C:92.1%[S:82.1%,D:10.0%],F:5.2%,M:2.7%,n:4862	Unknown
UP000024976	Trichophyton rubrum D6	1215335	10295	C:91.9%[S:82.1%,D:9.9%],F:5.3%,M:2.8%,n:4862	Unknown
UP000025164	Saccharomyces cerevisiae P301	1182968	4763	C:83.6%[S:82.0%,D:1.5%],F:0.6%,M:15.8%,n:2137	Outlier (low value)
UP000025223	Saccharomyces cerevisiae YJM993	1294331	5439	C:98.8%[S:96.7%,D:2.2%],F:0.1%,M:1.1%,n:2137	Unknown
UP000025243	Saccharomyces cerevisiae R008	1182966	5204	C:91.7%[S:89.9%,D:1.8%],F:0.3%,M:8.0%,n:2137	Outlier (low value)
UP000026920	Aspergillus oryzae 100-8	1197718	11187	C:85.9%[S:85.6%,D:0.3%],F:2.4%,M:11.6%,n:4191	Unknown
UP000027042	Rhizoctonia solani AG-8 WAC10335	1287689	14187	C:48.1%[S:47.5%,D:0.6%],F:14.2%,M:37.8%,n:2898	Unknown
UP000027126	Saccharomyces cerevisiae R103	1182967	5036	C:82.9%[S:81.3%,D:1.6%],F:0.2%,M:16.9%,n:2137	Unknown
UP000027399	Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970)	764103	6761	C:94.2%[S:93.0%,D:1.2%],F:0.7%,M:5.0%,n:1764	Unknown
UP000028200	Stachybotrys chartarum IBT 40293	1280524	11452	C:97.9%[S:97.6%,D:0.2%],F:0.4%,M:1.7%,n:4494	Unknown
UP000028372	Aspergillus fumigatus (Neosartorya fumigata)	746128	8848	C:92.3%[S:92.2%,D:0.1%],F:2.4%,M:5.2%,n:4191	Unknown
UP000028540	Stachybotrys chartarum IBT 40288	1283842	11368	C:95.2%[S:94.8%,D:0.4%],F:0.4%,M:4.4%,n:4494	Unknown
UP000029112	Metarhizium anisopliae (Entomophthora anisopliae)	5530	10806	C:96.6%[S:96.2%,D:0.4%],F:1.4%,M:2.0%,n:4494	Unknown
UP000029260	Pseudogymnoascus sp. VKM F-4514 (FW-929)	1420908	8943	C:83.1%[S:83.0%,D:0.1%],F:3.7%,M:13.2%,n:3234	Unknown
UP000030154	Penicillium expansum (Blue mold rot fungus)	27334	11023	C:98.7%[S:98.6%,D:0.2%],F:0.4%,M:0.8%,n:4191	Unknown
UP000030155	Penicillium expansum (Blue mold rot fungus)	27334	10663	C:94.7%[S:94.5%,D:0.2%],F:0.8%,M:4.5%,n:4191	Unknown
UP000030160	Candida albicans P37005	1094985	6238	C:97.9%[S:97.1%,D:0.8%],F:1.0%,M:1.1%,n:2137	Unknown
UP000030162	Candida albicans GC75	1094988	6260	C:98.4%[S:97.2%,D:1.2%],F:0.8%,M:0.8%,n:2137	Unknown
UP000030163	Candida albicans P94015	1094983	6222	C:98.4%[S:97.8%,D:0.7%],F:0.9%,M:0.7%,n:2137	Unknown
UP000030164	Candida albicans P37037	1094992	6276	C:95.6%[S:94.5%,D:1.1%],F:1.0%,M:3.4%,n:1706	Unknown
UP000030165	Candida albicans P57072	1094990	6231	C:98.2%[S:97.5%,D:0.7%],F:1.0%,M:0.8%,n:2137	Unknown
UP000030186	Candida albicans P57055	1094996	6256	C:95.7%[S:94.6%,D:1.1%],F:0.8%,M:3.5%,n:1706	Unknown
UP000030187	Candida albicans 12C	1094981	6244	C:96.1%[S:95.0%,D:1.1%],F:0.9%,M:3.0%,n:1706	Unknown
UP000030189	Candida albicans P87	1094984	6191	C:98.5%[S:97.2%,D:1.3%],F:0.8%,M:0.7%,n:2137	Unknown
UP000030190	Candida albicans L26	1094982	6246	C:96.1%[S:94.8%,D:1.2%],F:0.9%,M:3.0%,n:1706	Unknown
UP000030191	Candida albicans P75063	1094997	6241	C:95.9%[S:95.1%,D:0.8%],F:0.8%,M:3.3%,n:1706	Unknown
UP000030192	Candida albicans 19F	1094987	6249	C:96.0%[S:94.7%,D:1.3%],F:0.9%,M:3.0%,n:1706	Unknown
UP000030193	Candida albicans P34048	1094991	6258	C:98.0%[S:97.3%,D:0.7%],F:1.0%,M:1.0%,n:2137	Unknown
UP000030346	Candida albicans P76055	1094998	6210	C:98.3%[S:97.8%,D:0.5%],F:0.8%,M:0.8%,n:2137	Unknown
UP000030349	Candida albicans P76067	1094999	6232	C:98.2%[S:97.7%,D:0.5%],F:0.9%,M:0.9%,n:2137	Unknown
UP000030384	Candida albicans P75016	1094995	6227	C:98.0%[S:97.3%,D:0.7%],F:1.3%,M:0.7%,n:2137	Unknown
UP000030442	Candida albicans Ca6	1165368	6260	C:95.5%[S:94.0%,D:1.6%],F:1.0%,M:3.5%,n:1706	Unknown
UP000030447	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	237561	6271	C:96.4%[S:94.0%,D:2.5%],F:0.6%,M:2.9%,n:1706	Unknown
UP000030453	Candida albicans P37039	1094993	6232	C:98.5%[S:97.7%,D:0.7%],F:0.7%,M:0.8%,n:2137	Unknown
UP000030499	Candida albicans P78042	1095000	6253	C:98.1%[S:97.0%,D:1.2%],F:1.0%,M:0.8%,n:2137	Unknown
UP000030551	Candida albicans P75010	1094994	6221	C:97.9%[S:97.2%,D:0.7%],F:0.9%,M:1.2%,n:2137	Unknown
UP000030576	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	237561	6310	C:98.6%[S:96.1%,D:2.5%],F:0.7%,M:0.7%,n:2137	Unknown
UP000030594	Candida albicans P60002	1094986	6219	C:95.6%[S:94.4%,D:1.2%],F:0.9%,M:3.5%,n:1706	Unknown
UP000030657	Fusarium oxysporum f. sp. radicis-lycopersici 26381	1089448	21689	C:99.8%[S:68.5%,D:31.2%],F:0.1%,M:0.2%,n:4494	Unknown
UP000030749	Fusarium oxysporum f. sp. lycopersici MN25	1080343	21549	C:99.7%[S:68.4%,D:31.3%],F:0.1%,M:0.2%,n:4494	Unknown
UP000031176	Metarhizium majus (strain ARSEF 297)	1276143	11394	C:96.8%[S:95.9%,D:0.9%],F:1.0%,M:2.2%,n:4494	Unknown
UP000031181	Metarhizium brunneum (strain ARSEF 3297)	1276141	10677	C:97.0%[S:96.7%,D:0.4%],F:0.9%,M:2.1%,n:4494	Unknown
UP000032161	Zygosaccharomyces bailii ISA1307	1355161	9817	C:98.3%[S:3.9%,D:94.3%],F:0.7%,M:1.0%,n:2137	Outlier (high value)
UP000032444	Aspergillus flavus (strain ATCC MYA-384 / AF70)	1392242	13197	C:98.7%[S:98.3%,D:0.4%],F:0.4%,M:0.9%,n:4191	Unknown
UP000032760	Hanseniaspora uvarum DSM 2768	1246595	3010	C:56.9%[S:56.2%,D:0.7%],F:1.2%,M:41.9%,n:2137	Unknown
UP000032842	Eremothecium gossypii (strain FDAG1) (Yeast) (Ashbya gossypii)	1034331	4767	C:99.5%[S:99.4%,D:0.0%],F:0.1%,M:0.4%,n:2137	Unknown
UP000032920	Saccharomyces cerevisiae YJM1574	1294386	5334	C:97.4%[S:95.4%,D:2.0%],F:0.1%,M:2.5%,n:2137	Unknown
UP000032921	Saccharomyces cerevisiae YJM470	1294313	5358	C:98.2%[S:96.2%,D:2.0%],F:0.1%,M:1.7%,n:2137	Unknown
UP000032922	Saccharomyces cerevisiae YJM1477	1294379	5399	C:98.3%[S:96.2%,D:2.1%],F:0.1%,M:1.6%,n:2137	Unknown
UP000032923	Saccharomyces cerevisiae YJM990	1294330	5354	C:97.0%[S:94.9%,D:2.0%],F:0.1%,M:2.9%,n:2137	Outlier (low value)
UP000032924	Saccharomyces cerevisiae YJM1304	1294344	5346	C:97.4%[S:95.4%,D:2.0%],F:0.1%,M:2.5%,n:2137	Unknown
UP000032925	Saccharomyces cerevisiae YJM1083	1292971	5367	C:98.4%[S:96.3%,D:2.1%],F:0.1%,M:1.5%,n:2137	Unknown
UP000032926	Saccharomyces cerevisiae YJM1078	1296266	5385	C:98.7%[S:96.6%,D:2.1%],F:0.1%,M:1.2%,n:2137	Outlier (low value)
UP000032927	Saccharomyces cerevisiae YJM1526	1294382	5338	C:97.2%[S:95.1%,D:2.1%],F:0.1%,M:2.7%,n:2137	Outlier (low value)
UP000032928	Saccharomyces cerevisiae YJM1443	1294373	5252	C:96.5%[S:94.8%,D:1.7%],F:0.1%,M:3.3%,n:2137	Unknown
UP000032929	Saccharomyces cerevisiae YJM984	1294328	5391	C:98.4%[S:96.4%,D:2.0%],F:0.1%,M:1.5%,n:2137	Unknown
UP000032931	Saccharomyces cerevisiae YJM1133	1294333	5305	C:96.6%[S:94.7%,D:1.9%],F:0.1%,M:3.3%,n:2137	Unknown
UP000032932	Saccharomyces cerevisiae YJM1444	1294374	5330	C:97.1%[S:95.1%,D:2.0%],F:0.1%,M:2.7%,n:2137	Unknown
UP000032933	Saccharomyces cerevisiae YJM972	1294324	5408	C:98.4%[S:96.4%,D:2.0%],F:0.1%,M:1.5%,n:2137	Unknown
UP000032934	Saccharomyces cerevisiae YJM541	1294314	5366	C:97.8%[S:95.7%,D:2.1%],F:0.1%,M:2.1%,n:2137	Unknown
UP000032935	Saccharomyces cerevisiae YJM1250	1294341	5287	C:96.6%[S:94.8%,D:1.9%],F:0.1%,M:3.2%,n:2137	Unknown
UP000032936	Saccharomyces cerevisiae YJM453	1294311	5357	C:97.8%[S:95.8%,D:2.0%],F:0.1%,M:2.1%,n:2137	Unknown
UP000032937	Saccharomyces cerevisiae YJM681	1294318	5365	C:97.8%[S:95.8%,D:2.1%],F:0.1%,M:2.1%,n:2137	Unknown
UP000032938	Saccharomyces cerevisiae YJM1208	1294337	5358	C:97.7%[S:95.7%,D:2.0%],F:0.1%,M:2.2%,n:2137	Outlier (low value)
UP000032939	Saccharomyces cerevisiae YJM627	1294317	5360	C:98.3%[S:96.2%,D:2.1%],F:0.1%,M:1.6%,n:2137	Outlier (low value)
UP000032940	Saccharomyces cerevisiae YJM1615	1294388	5379	C:98.0%[S:96.0%,D:2.1%],F:0.1%,M:1.8%,n:2137	Unknown
UP000032942	Saccharomyces cerevisiae YJM1244	1294339	5333	C:96.7%[S:94.8%,D:1.9%],F:0.1%,M:3.2%,n:2137	Unknown
UP000032943	Saccharomyces cerevisiae YJM1447	1294375	5203	C:95.6%[S:93.6%,D:2.0%],F:0.2%,M:4.1%,n:2137	Unknown
UP000032944	Saccharomyces cerevisiae YJM1527	1294383	5366	C:98.1%[S:96.2%,D:2.0%],F:0.1%,M:1.7%,n:2137	Unknown
UP000032945	Saccharomyces cerevisiae YJM1248	1294340	5279	C:97.1%[S:95.2%,D:1.9%],F:0.1%,M:2.8%,n:2137	Unknown
UP000032947	Saccharomyces cerevisiae YJM195	1294305	5335	C:98.3%[S:96.2%,D:2.1%],F:0.2%,M:1.5%,n:2137	Outlier (low value)
UP000032948	Saccharomyces cerevisiae YJM456	1294312	5442	C:99.0%[S:97.1%,D:2.0%],F:0.1%,M:0.9%,n:2137	Unknown
UP000032949	Saccharomyces cerevisiae YJM682	1294319	5403	C:98.6%[S:96.5%,D:2.1%],F:0.1%,M:1.3%,n:2137	Unknown
UP000032950	Saccharomyces cerevisiae YJM975	1294325	5404	C:98.1%[S:96.0%,D:2.2%],F:0.1%,M:1.8%,n:2137	Outlier (low value)
