Organism.GOLD Organism ID,Organism.Organism Name,Organism.Domain,Organism.Species,Organism.Phylum,Organism.NCBI Taxonomy ID,Organism.Type Strain,Organism.Organism Type,Organism.Add Date,Organism.NCBI Phylum,Organism.NCBI Class,Organism.NCBI Order,Organism.NCBI Family,Organism.NCBI Genus,Organism.NCBI Species,Organism.Cell Diameter,Organism.Cell Shape,Organism.Color,Organism.Gram Stain,Organism.Motility,Organism.Oxygen Requirement,Organism.pH,Organism.pH2,Organism.Salinity,Organism.Pressure,Organism.Sporulation,Organism.Carbon Source,Organism.Growth Temperature,Organism.Growth Temperature2,Organism.Cell Length,Organism.Commercial Strain,Organism.Commercial Strain Comments,Organism.Propagation,Organism.Sample Collection Site,Organism.Isolation Country/Ocean.Term,Organism.Collection Method,Organism.Ecosystem,Organism.Ecosystem Category,Organism.Ecosystem Type,Organism.Geographic Location,Organism.Latitude,Organism.Longitude,Organism.Altitude,Organism.Elevation,Organism.Depth,Organism.Subsurface Depth,Organism.Temperature Range,Organism.Isolation Host Name,Organism.Host Taxonomy ID,Organism.Host Gender,Organism.Host Body Site,Organism.Host Body Product,Organism.Host Specificity or Range,Organism.Host Comments
Go0615402,Schwanniomyces occidentalis IFO 1841,EUKARYAL,Schwanniomyces occidentalis,FUNGI-ASCOMYCOTA,27300,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces occidentalis,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0615401,Schwanniomyces occidentalis JCM 8123,EUKARYAL,Schwanniomyces occidentalis,FUNGI-ASCOMYCOTA,27300,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces occidentalis,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0615400,Schwanniomyces occidentalis MUCL 20926,EUKARYAL,Schwanniomyces occidentalis,FUNGI-ASCOMYCOTA,27300,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces occidentalis,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0615399,Schwanniomyces occidentalis NBRC 1841,EUKARYAL,Schwanniomyces occidentalis,FUNGI-ASCOMYCOTA,27300,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces occidentalis,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0615398,Schwanniomyces occidentalis NRRL Y-10,EUKARYAL,Schwanniomyces occidentalis,FUNGI-ASCOMYCOTA,27300,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces occidentalis,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0615383,Kazachstania psychrophila CBS 12689,EUKARYAL,Kazachstania psychrophila,FUNGI-ASCOMYCOTA,1337065,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania psychrophila,,,,,,,,,,,,,,,,,,,vacuum packed beef,Germany,,Engineered,Food production,Meat products,,,,,,,,Psychrophile,,,,,,,,
Go0615382,Kazachstania psychrophila DSM 26230,EUKARYAL,Kazachstania psychrophila,FUNGI-ASCOMYCOTA,1337065,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania psychrophila,,,,,,,,,,,,,,,,,,,vacuum packed beef,Germany,,Engineered,Food production,Meat products,,,,,,,,Psychrophile,,,,,,,,
Go0615381,Kazachstania psychrophila H433,EUKARYAL,Kazachstania psychrophila,FUNGI-ASCOMYCOTA,1337065,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania psychrophila,,,,,,,,,,,,,,,,,,,vacuum packed beef,Germany,,Engineered,Food production,Meat products,,,,,,,,Psychrophile,,,,,,,,
Go0615272,Metschnikowia zobellii ATCC 22302,EUKARYAL,Metschnikowia zobellii,FUNGI-ASCOMYCOTA,27328,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii,,,,,,,,,,,,,,,,,,,seawater,USA,,Environmental,Aquatic,Marine,,,,,,,,Mesophile,,,,,,,,
Go0615271,Metschnikowia zobellii CBS 4821,EUKARYAL,Metschnikowia zobellii,FUNGI-ASCOMYCOTA,27328,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii,,,,,,,,,,,,,,,,,,,seawater,USA,,Environmental,Aquatic,Marine,,,,,,,,Mesophile,,,,,,,,
Go0615270,Metschnikowia zobellii DSM 3435,EUKARYAL,Metschnikowia zobellii,FUNGI-ASCOMYCOTA,27328,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii,,,,,,,,,,,,,,,,,,,seawater,USA,,Environmental,Aquatic,Marine,,,,,,,,Mesophile,,,,,,,,
Go0615269,Metschnikowia zobellii IFO 1680,EUKARYAL,Metschnikowia zobellii,FUNGI-ASCOMYCOTA,27328,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii,,,,,,,,,,,,,,,,,,,seawater,USA,,Environmental,Aquatic,Marine,,,,,,,,Mesophile,,,,,,,,
Go0615268,Metschnikowia zobellii NBRC 1680,EUKARYAL,Metschnikowia zobellii,FUNGI-ASCOMYCOTA,27328,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii,,,,,,,,,,,,,,,,,,,seawater,USA,,Environmental,Aquatic,Marine,,,,,,,,Mesophile,,,,,,,,
Go0615267,Metschnikowia zobellii NRRL Y-5387,EUKARYAL,Metschnikowia zobellii,FUNGI-ASCOMYCOTA,27328,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii,,,,,,,,,,,,,,,,,,,seawater,USA,,Environmental,Aquatic,Marine,,,,,,,,Mesophile,,,,,,,,
Go0615251,Candida krusei ATCC 24210,EUKARYAL,Candida krusei,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,fruit juice or berries,Russia,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0615250,Candida krusei DSM 3433,EUKARYAL,Candida krusei,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,fruit juice or berries,Russia,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0615249,Candida krusei IFO 1279,EUKARYAL,Candida krusei,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,fruit juice or berries,Russia,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0615248,Candida krusei NBRC 1279,EUKARYAL,Candida krusei,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,fruit juice or berries,Russia,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0615247,Candida krusei NRRL 5396,EUKARYAL,Candida krusei,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,fruit juice or berries,Russia,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0615246,Candida krusei NRRL Y-7551,EUKARYAL,Candida krusei,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,fruit juice or berries,Russia,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0615245,Candida krusei VKM Y-191,EUKARYAL,Candida krusei,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,fruit juice or berries,Russia,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0615235,Hanseniaspora guilliermondii ATCC 10630,EUKARYAL,Hanseniaspora guilliermondii,FUNGI-ASCOMYCOTA,56406,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora guilliermondii,,,,,,,,,,,,,,,,,,,diseased snail,South Africa,,Host-associated,Mollusca,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615234,Hanseniaspora guilliermondii CBS 465,EUKARYAL,Hanseniaspora guilliermondii,FUNGI-ASCOMYCOTA,56406,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora guilliermondii,,,,,,,,,,,,,,,,,,,diseased snail,South Africa,,Host-associated,Mollusca,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615233,Hanseniaspora guilliermondii CCY 46-2-4,EUKARYAL,Hanseniaspora guilliermondii,FUNGI-ASCOMYCOTA,56406,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora guilliermondii,,,,,,,,,,,,,,,,,,,diseased snail,South Africa,,Host-associated,Mollusca,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615232,Hanseniaspora guilliermondii DSM 3432,EUKARYAL,Hanseniaspora guilliermondii,FUNGI-ASCOMYCOTA,56406,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora guilliermondii,,,,,,,,,,,,,,,,,,,diseased snail,South Africa,,Host-associated,Mollusca,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615231,Hanseniaspora guilliermondii IFO 1411,EUKARYAL,Hanseniaspora guilliermondii,FUNGI-ASCOMYCOTA,56406,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora guilliermondii,,,,,,,,,,,,,,,,,,,diseased snail,South Africa,,Host-associated,Mollusca,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615230,Hanseniaspora guilliermondii NBRC 1411,EUKARYAL,Hanseniaspora guilliermondii,FUNGI-ASCOMYCOTA,56406,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora guilliermondii,,,,,,,,,,,,,,,,,,,diseased snail,South Africa,,Host-associated,Mollusca,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615229,Hanseniaspora guilliermondii NRRL Y-1625,EUKARYAL,Hanseniaspora guilliermondii,FUNGI-ASCOMYCOTA,56406,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora guilliermondii,,,,,,,,,,,,,,,,,,,diseased snail,South Africa,,Host-associated,Mollusca,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615224,Guilliermondella selenospora ATCC 10629,EUKARYAL,Guilliermondella selenospora,FUNGI-ASCOMYCOTA,43975,Yes,Natural,Ascomycota,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis selenospora,,,,,,,,,,,,,,,,,,,slime flux of oak,Russia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615223,Guilliermondella selenospora CBS 2562,EUKARYAL,Guilliermondella selenospora,FUNGI-ASCOMYCOTA,43975,Yes,Natural,Ascomycota,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis selenospora,,,,,,,,,,,,,,,,,,,slime flux of oak,Russia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615222,Guilliermondella selenospora DSM 3431,EUKARYAL,Guilliermondella selenospora,FUNGI-ASCOMYCOTA,43975,Yes,Natural,Ascomycota,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis selenospora,,,,,,,,,,,,,,,,,,,slime flux of oak,Russia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615221,Guilliermondella selenospora IFO 1850,EUKARYAL,Guilliermondella selenospora,FUNGI-ASCOMYCOTA,43975,Yes,Natural,Ascomycota,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis selenospora,,,,,,,,,,,,,,,,,,,slime flux of oak,Russia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615220,Guilliermondella selenospora NBRC 1850,EUKARYAL,Guilliermondella selenospora,FUNGI-ASCOMYCOTA,43975,Yes,Natural,Ascomycota,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis selenospora,,,,,,,,,,,,,,,,,,,slime flux of oak,Russia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615219,Guilliermondella selenospora NRRL Y-1357,EUKARYAL,Guilliermondella selenospora,FUNGI-ASCOMYCOTA,43975,Yes,Natural,Ascomycota,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis selenospora,,,,,,,,,,,,,,,,,,,slime flux of oak,Russia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615174,Aciculoconidium aculeatum ATCC 28680,EUKARYAL,Aciculoconidium aculeatum,FUNGI-ASCOMYCOTA,43968,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Aciculoconidium,Aciculoconidium aculeatum,,,,,,,,,,,,,,,,,,,Drosophila occidentalis,,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615173,Aciculoconidium aculeatum CBS 5578,EUKARYAL,Aciculoconidium aculeatum,FUNGI-ASCOMYCOTA,43968,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Aciculoconidium,Aciculoconidium aculeatum,,,,,,,,,,,,,,,,,,,Drosophila occidentalis,,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0615172,Aciculoconidium aculeatum DSM 3426,EUKARYAL,Aciculoconidium aculeatum,FUNGI-ASCOMYCOTA,43968,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Aciculoconidium,Aciculoconidium aculeatum,,,,,,,,,,,,,,,,,,,Drosophila occidentalis,,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0614700,Hirsutella tunicata CBS 131647,EUKARYAL,Hirsutella tunicata,FUNGI-ASCOMYCOTA,1131836,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella tunicata,,,,,,,,,,,,,,,,,,,acarid mite,Peru,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0614699,Hirsutella tunicata DSM 25513,EUKARYAL,Hirsutella tunicata,FUNGI-ASCOMYCOTA,1131836,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella tunicata,,,,,,,,,,,,,,,,,,,acarid mite,Peru,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0614698,Hirsutella tunicata Ht-002,EUKARYAL,Hirsutella tunicata,FUNGI-ASCOMYCOTA,1131836,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella tunicata,,,,,,,,,,,,,,,,,,,acarid mite,Peru,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0614150,Millerozyma farinosa 691,EUKARYAL,Millerozyma farinosa,FUNGI-ASCOMYCOTA,559304,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,,,,,,,,,,,,,,,,,,,jopen beer,Poland,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0614149,Millerozyma farinosa CBS 185,EUKARYAL,Millerozyma farinosa,FUNGI-ASCOMYCOTA,559304,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,,,,,,,,,,,,,,,,,,,jopen beer,Poland,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0614148,Millerozyma farinosa DSM 3316,EUKARYAL,Millerozyma farinosa,FUNGI-ASCOMYCOTA,559304,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,,,,,,,,,,,,,,,,,,,jopen beer,Poland,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0614147,Millerozyma farinosa IFO 1163,EUKARYAL,Millerozyma farinosa,FUNGI-ASCOMYCOTA,559304,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,,,,,,,,,,,,,,,,,,,jopen beer,Poland,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0614146,Millerozyma farinosa NBRC 1163,EUKARYAL,Millerozyma farinosa,FUNGI-ASCOMYCOTA,559304,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,,,,,,,,,,,,,,,,,,,jopen beer,Poland,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0614145,Millerozyma farinosa NCYC 815,EUKARYAL,Millerozyma farinosa,FUNGI-ASCOMYCOTA,559304,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,,,,,,,,,,,,,,,,,,,jopen beer,Poland,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0614144,Millerozyma farinosa NRRL Y-7553,EUKARYAL,Millerozyma farinosa,FUNGI-ASCOMYCOTA,559304,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,,,,,,,,,,,,,,,,,,,jopen beer,Poland,,Engineered,Food production,Beverages,,,,,,,,Mesophile,,,,,,,,
Go0614126,Neogymnomyces virgineus DCDSL 7716,EUKARYAL,Neogymnomyces virgineus,FUNGI-ASCOMYCOTA,1073324,Yes,Natural,Ascomycota,Eurotiomycetes,Onygenales,Neogymnomycetaceae,Neogymnomyces,Neogymnomyces virgineus,,,,,,,,,,,,,,,,,,,mouse dung,Italy,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0614125,Neogymnomyces virgineus DSM 24930,EUKARYAL,Neogymnomyces virgineus,FUNGI-ASCOMYCOTA,1073324,Yes,Natural,Ascomycota,Eurotiomycetes,Onygenales,Neogymnomycetaceae,Neogymnomyces,Neogymnomyces virgineus,,,,,,,,,,,,,,,,,,,mouse dung,Italy,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0613739,Cystobasidiopsis nirenbergiae BBA 65452,EUKARYAL,Cystobasidiopsis nirenbergiae,FUNGI-BASIDIOMYCOTA,643910,Yes,Natural,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Cystobasidiopsis,Cystobasidiopsis nirenbergiae,,,,,,,,,,,,,,,,,,,soil,Germany,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0613738,Cystobasidiopsis nirenbergiae DSM 22580,EUKARYAL,Cystobasidiopsis nirenbergiae,FUNGI-BASIDIOMYCOTA,643910,Yes,Natural,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Cystobasidiopsis,Cystobasidiopsis nirenbergiae,,,,,,,,,,,,,,,,,,,soil,Germany,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0613737,Cystobasidiopsis nirenbergiae TU F-580,EUKARYAL,Cystobasidiopsis nirenbergiae,FUNGI-BASIDIOMYCOTA,643910,Yes,Natural,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Cystobasidiopsis,Cystobasidiopsis nirenbergiae,,,,,,,,,,,,,,,,,,,soil,Germany,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0613417,Basidiobolus microsporus ATCC 14708,EUKARYAL,Basidiobolus microsporus,FUNGI-ZOOPAGOMYCOTA,181047,Yes,Natural,Zoopagomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus microsporus,,,,,,,,,,,,,,,,,,,lizard dung,,,Host-associated,Reptilia,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0613416,Basidiobolus microsporus CBS 130.62,EUKARYAL,Basidiobolus microsporus,FUNGI-ZOOPAGOMYCOTA,181047,Yes,Natural,Zoopagomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus microsporus,,,,,,,,,,,,,,,,,,,lizard dung,,,Host-associated,Reptilia,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0613415,Basidiobolus microsporus CMI 093345,EUKARYAL,Basidiobolus microsporus,FUNGI-ZOOPAGOMYCOTA,181047,Yes,Natural,Zoopagomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus microsporus,,,,,,,,,,,,,,,,,,,lizard dung,,,Host-associated,Reptilia,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0613414,Basidiobolus microsporus DSM 3120,EUKARYAL,Basidiobolus microsporus,FUNGI-ZOOPAGOMYCOTA,181047,Yes,Natural,Zoopagomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus microsporus,,,,,,,,,,,,,,,,,,,lizard dung,,,Host-associated,Reptilia,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0613413,Basidiobolus microsporus IMI 093345,EUKARYAL,Basidiobolus microsporus,FUNGI-ZOOPAGOMYCOTA,181047,Yes,Natural,Zoopagomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus microsporus,,,,,,,,,,,,,,,,,,,lizard dung,,,Host-associated,Reptilia,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0613412,Basidiobolus microsporus RSA 977,EUKARYAL,Basidiobolus microsporus,FUNGI-ZOOPAGOMYCOTA,181047,Yes,Natural,Zoopagomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus microsporus,,,,,,,,,,,,,,,,,,,lizard dung,,,Host-associated,Reptilia,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0613411,Basidiobolus microsporus TÜ 174,EUKARYAL,Basidiobolus microsporus,FUNGI-ZOOPAGOMYCOTA,181047,Yes,Natural,Zoopagomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus microsporus,,,,,,,,,,,,,,,,,,,lizard dung,,,Host-associated,Reptilia,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0613410,Basidiobolus microsporus VKM F-1850,EUKARYAL,Basidiobolus microsporus,FUNGI-ZOOPAGOMYCOTA,181047,Yes,Natural,Zoopagomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus microsporus,,,,,,,,,,,,,,,,,,,lizard dung,,,Host-associated,Reptilia,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0613377,Mycotypha africana ATCC 15344,EUKARYAL,Mycotypha africana,FUNGI-MUCOROMYCOTA,64632,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha,Mycotypha africana,,,,,,,,,,,,,,,,,,,soil,Zimbabwe,,Environmental,Terrestrial,Soil,Zimbabwe,,,,,,,Mesophile,,,,,,,,
Go0613376,Mycotypha africana CBS 122.64,EUKARYAL,Mycotypha africana,FUNGI-MUCOROMYCOTA,64632,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha,Mycotypha africana,,,,,,,,,,,,,,,,,,,soil,Zimbabwe,,Environmental,Terrestrial,Soil,Zimbabwe,,,,,,,Mesophile,,,,,,,,
Go0613375,Mycotypha africana CMI 139108,EUKARYAL,Mycotypha africana,FUNGI-MUCOROMYCOTA,64632,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha,Mycotypha africana,,,,,,,,,,,,,,,,,,,soil,Zimbabwe,,Environmental,Terrestrial,Soil,Zimbabwe,,,,,,,Mesophile,,,,,,,,
Go0613374,Mycotypha africana DSM 3118,EUKARYAL,Mycotypha africana,FUNGI-MUCOROMYCOTA,64632,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha,Mycotypha africana,,,,,,,,,,,,,,,,,,,soil,Zimbabwe,,Environmental,Terrestrial,Soil,Zimbabwe,,,,,,,Mesophile,,,,,,,,
Go0613373,Mycotypha africana IMI 139108,EUKARYAL,Mycotypha africana,FUNGI-MUCOROMYCOTA,64632,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha,Mycotypha africana,,,,,,,,,,,,,,,,,,,soil,Zimbabwe,,Environmental,Terrestrial,Soil,Zimbabwe,,,,,,,Mesophile,,,,,,,,
Go0613372,Mycotypha africana TÜ 260,EUKARYAL,Mycotypha africana,FUNGI-MUCOROMYCOTA,64632,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha,Mycotypha africana,,,,,,,,,,,,,,,,,,,soil,Zimbabwe,,Environmental,Terrestrial,Soil,Zimbabwe,,,,,,,Mesophile,,,,,,,,
Go0613371,Mycotypha africana VKM F-1214,EUKARYAL,Mycotypha africana,FUNGI-MUCOROMYCOTA,64632,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha,Mycotypha africana,,,,,,,,,,,,,,,,,,,soil,Zimbabwe,,Environmental,Terrestrial,Soil,Zimbabwe,,,,,,,Mesophile,,,,,,,,
Go0613180,Candida oceani CBS 11857,EUKARYAL,Candida oceani,FUNGI-ASCOMYCOTA,1186037,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,[Candida] oceani,,,,,,,,,,,,,,,,,,,marine sponge,Atlantic Ocean,,Host-associated,Porifera,Sponge,,,,,,,,Mesophile,,,,,,,,
